GeneID	Chr	Start	End	Strand	Length	GeneSymbol	EnsID	EnsID_short
ENSMUSG00000058388.14_Phtf1	chr3	103968110	104024598	+	7294	Phtf1	ENSMUSG00000058388.14	ENSMUSG00000058388
ENSMUSG00000052539.15_Magi3	chr3	104013259	104220374	-	8520	Magi3	ENSMUSG00000052539.15	ENSMUSG00000052539
ENSMUSG00000032913.13_Lrig2	chr3	104396418	104511840	-	11755	Lrig2	ENSMUSG00000032913.13	ENSMUSG00000032913
ENSMUSG00000032902.1_Slc16a1	chr3	104638668	104658462	+	4426	Slc16a1	ENSMUSG00000032902.1	ENSMUSG00000032902
ENSMUSG00000055865.8_Fam19a3	chr3	104767406	104781840	-	4484	Fam19a3	ENSMUSG00000055865.8	ENSMUSG00000055865
ENSMUSG00000002228.7_Ppm1j	chr3	104781056	104786018	+	1814	Ppm1j	ENSMUSG00000002228.7	ENSMUSG00000002228
ENSMUSG00000002233.13_Rhoc	chr3	104788375	104794051	+	1618	Rhoc	ENSMUSG00000002233.13	ENSMUSG00000002233
ENSMUSG00000002227.15_Mov10	chr3	104794836	104818563	-	5607	Mov10	ENSMUSG00000002227.15	ENSMUSG00000002227
ENSMUSG00000070372.11_Capza1	chr3	104822779	104864505	-	3781	Capza1	ENSMUSG00000070372.11	ENSMUSG00000070372
ENSMUSG00000045576.16_St7l	chr3	104864005	104926860	+	11136	St7l	ENSMUSG00000045576.16	ENSMUSG00000045576
ENSMUSG00000027840.5_Wnt2b	chr3	104945272	104961921	-	4201	Wnt2b	ENSMUSG00000027840.5	ENSMUSG00000027840
ENSMUSG00000062127.11_Cttnbp2nl	chr3	105001915	105053146	-	8138	Cttnbp2nl	ENSMUSG00000062127.11	ENSMUSG00000062127
ENSMUSG00000051788.4_4930564D02Rik	chr3	105066844	105078806	+	737	4930564D02Rik	ENSMUSG00000051788.4	ENSMUSG00000051788
ENSMUSG00000040896.16_Kcnd3	chr3	105452330	105674002	+	9584	Kcnd3	ENSMUSG00000040896.16	ENSMUSG00000040896
ENSMUSG00000027905.15_Ddx20	chr3	105678270	105687574	-	4142	Ddx20	ENSMUSG00000027905.15	ENSMUSG00000027905
ENSMUSG00000048458.8_Fam212b	chr3	105704599	105718156	+	4781	Fam212b	ENSMUSG00000048458.8	ENSMUSG00000048458
ENSMUSG00000068798.10_Rap1a	chr3	105727267	105801336	-	2607	Rap1a	ENSMUSG00000068798.10	ENSMUSG00000068798
ENSMUSG00000000562.5_Adora3	chr3	105870858	105908353	+	3729	Adora3	ENSMUSG00000000562.5	ENSMUSG00000000562
ENSMUSG00000074344.6_Tmigd3	chr3	105870903	105923955	+	2296	Tmigd3	ENSMUSG00000074344.6	ENSMUSG00000074344
ENSMUSG00000074342.3_I830077J02Rik	chr3	105924358	105932664	-	2865	I830077J02Rik	ENSMUSG00000074342.3	ENSMUSG00000074342
ENSMUSG00000000563.17_Atp5f1	chr3	105942698	105960099	-	4105	Atp5f1	ENSMUSG00000000563.17	ENSMUSG00000000563
ENSMUSG00000000561.14_Wdr77	chr3	105959369	105969760	+	4841	Wdr77	ENSMUSG00000000561.14	ENSMUSG00000000561
ENSMUSG00000074340.9_Ovgp1	chr3	105973711	105987423	+	3561	Ovgp1	ENSMUSG00000074340.9	ENSMUSG00000074340
ENSMUSG00000010136.14_Pifo	chr3	105996957	106014646	-	1127	Pifo	ENSMUSG00000010136.14	ENSMUSG00000010136
ENSMUSG00000043873.11_Chil5	chr3	106016919	106032814	-	1509	Chil5	ENSMUSG00000043873.11	ENSMUSG00000043873
ENSMUSG00000062778.12_Chia1	chr3	106113229	106132120	+	1903	Chia1	ENSMUSG00000062778.12	ENSMUSG00000062778
ENSMUSG00000040809.10_Chil3	chr3	106147554	106167564	-	1632	Chil3	ENSMUSG00000040809.10	ENSMUSG00000040809
ENSMUSG00000063779.6_Chil4	chr3	106201490	106219507	-	2817	Chil4	ENSMUSG00000063779.6	ENSMUSG00000063779
ENSMUSG00000027902.8_Chil6	chr3	106387384	106406182	-	1668	Chil6	ENSMUSG00000027902.8	ENSMUSG00000027902
ENSMUSG00000027901.12_Dennd2d	chr3	106482405	106503030	+	6868	Dennd2d	ENSMUSG00000027901.12	ENSMUSG00000027901
ENSMUSG00000040774.15_Cept1	chr3	106502260	106547802	-	3116	Cept1	ENSMUSG00000040774.15	ENSMUSG00000040774
ENSMUSG00000027900.15_Dram2	chr3	106547798	106575890	+	3758	Dram2	ENSMUSG00000027900.15	ENSMUSG00000027900
ENSMUSG00000056260.15_Lrif1	chr3	106684987	106735904	+	9192	Lrif1	ENSMUSG00000056260.15	ENSMUSG00000056260
ENSMUSG00000040747.9_Cd53	chr3	106759921	106790149	-	1742	Cd53	ENSMUSG00000040747.9	ENSMUSG00000040747
ENSMUSG00000043529.4_Olfr266	chr3	106820485	106826287	-	2244	Olfr266	ENSMUSG00000043529.4	ENSMUSG00000043529
ENSMUSG00000047959.4_Kcna3	chr3	107036169	107038070	+	1902	Kcna3	ENSMUSG00000047959.4	ENSMUSG00000047959
ENSMUSG00000040724.5_Kcna2	chr3	107101146	107107737	+	11906	Kcna2	ENSMUSG00000040724.5	ENSMUSG00000040724
ENSMUSG00000042861.7_Kcna10	chr3	107183056	107195721	+	2168	Kcna10	ENSMUSG00000042861.7	ENSMUSG00000042861
ENSMUSG00000046213.9_Cym	chr3	107211293	107221732	-	1236	Cym	ENSMUSG00000046213.9	ENSMUSG00000046213
ENSMUSG00000094613.2_A630076J17Rik	chr3	107230614	107234723	+	1358	A630076J17Rik	ENSMUSG00000094613.2	ENSMUSG00000094613
ENSMUSG00000070368.9_Prok1	chr3	107232797	107239707	-	3241	Prok1	ENSMUSG00000070368.9	ENSMUSG00000070368
ENSMUSG00000087260.5_Lamtor5	chr3	107278858	107284079	+	884	Lamtor5	ENSMUSG00000087260.5	ENSMUSG00000087260
ENSMUSG00000027896.15_Slc16a4	chr3	107291230	107312115	+	3879	Slc16a4	ENSMUSG00000027896.15	ENSMUSG00000027896
ENSMUSG00000048109.10_Rbm15	chr3	107325421	107333673	-	7423	Rbm15	ENSMUSG00000048109.10	ENSMUSG00000048109
ENSMUSG00000027895.9_Kcnc4	chr3	107438303	107459552	-	3667	Kcnc4	ENSMUSG00000027895.9	ENSMUSG00000027895
ENSMUSG00000027894.14_Slc6a17	chr3	107467543	107518018	-	10283	Slc6a17	ENSMUSG00000027894.14	ENSMUSG00000027894
ENSMUSG00000055891.7_Ubl4b	chr3	107553687	107555073	-	1387	Ubl4b	ENSMUSG00000055891.7	ENSMUSG00000055891
ENSMUSG00000014603.2_Alx3	chr3	107595031	107605776	+	1874	Alx3	ENSMUSG00000014603.2	ENSMUSG00000014603
ENSMUSG00000014601.13_Strip1	chr3	107612532	107631694	-	5453	Strip1	ENSMUSG00000014601.13	ENSMUSG00000014601
ENSMUSG00000027893.14_Ahcyl1	chr3	107663118	107696560	-	6690	Ahcyl1	ENSMUSG00000027893.14	ENSMUSG00000027893
ENSMUSG00000014599.10_Csf1	chr3	107741048	107760236	-	5281	Csf1	ENSMUSG00000014599.10	ENSMUSG00000014599
ENSMUSG00000040600.9_Eps8l3	chr3	107877229	107892900	+	2271	Eps8l3	ENSMUSG00000040600.9	ENSMUSG00000040600
ENSMUSG00000004032.10_Gstm5	chr3	107895821	107898686	+	1278	Gstm5	ENSMUSG00000004032.10	ENSMUSG00000004032
ENSMUSG00000004035.12_Gstm7	chr3	107926334	107931817	-	1601	Gstm7	ENSMUSG00000004035.12	ENSMUSG00000004035
ENSMUSG00000068762.11_Gstm6	chr3	107938847	107943749	-	1989	Gstm6	ENSMUSG00000068762.11	ENSMUSG00000068762
ENSMUSG00000004038.9_Gstm3	chr3	107963696	107969283	-	1311	Gstm3	ENSMUSG00000004038.9	ENSMUSG00000004038
ENSMUSG00000040562.12_Gstm2	chr3	107981702	107986453	-	1679	Gstm2	ENSMUSG00000040562.12	ENSMUSG00000040562
ENSMUSG00000058135.12_Gstm1	chr3	108012255	108017973	-	1473	Gstm1	ENSMUSG00000058135.12	ENSMUSG00000058135
ENSMUSG00000027890.17_Gstm4	chr3	108040408	108044859	-	1707	Gstm4	ENSMUSG00000027890.17	ENSMUSG00000027890
ENSMUSG00000027889.17_Ampd2	chr3	108074062	108086651	-	5224	Ampd2	ENSMUSG00000027889.17	ENSMUSG00000027889
ENSMUSG00000009108.15_Gnat2	chr3	108092789	108101432	+	2995	Gnat2	ENSMUSG00000009108.15	ENSMUSG00000009108
ENSMUSG00000000001.4_Gnai3	chr3	108107280	108146146	-	3262	Gnai3	ENSMUSG00000000001.4	ENSMUSG00000000001
ENSMUSG00000046793.8_Gpr61	chr3	108148321	108154882	-	3686	Gpr61	ENSMUSG00000046793.8	ENSMUSG00000046793
ENSMUSG00000050947.9_Amigo1	chr3	108186335	108191767	+	5540	Amigo1	ENSMUSG00000050947.9	ENSMUSG00000050947
ENSMUSG00000048796.7_Cyb561d1	chr3	108195687	108200834	-	5086	Cyb561d1	ENSMUSG00000048796.7	ENSMUSG00000048796
ENSMUSG00000048997.17_Atxn7l2	chr3	108202222	108210486	-	4946	Atxn7l2	ENSMUSG00000048997.17	ENSMUSG00000048997
ENSMUSG00000027887.11_Sypl2	chr3	108211472	108226648	-	4377	Sypl2	ENSMUSG00000027887.11	ENSMUSG00000027887
ENSMUSG00000068749.9_Psma5	chr3	108256926	108279896	+	1321	Psma5	ENSMUSG00000068749.9	ENSMUSG00000068749
ENSMUSG00000068747.14_Sort1	chr3	108284082	108361443	+	7569	Sort1	ENSMUSG00000068747.14	ENSMUSG00000068747
ENSMUSG00000068745.6_Mybphl	chr3	108364911	108380057	+	1276	Mybphl	ENSMUSG00000068745.6	ENSMUSG00000068745
ENSMUSG00000068744.12_Psrc1	chr3	108383839	108388179	+	3364	Psrc1	ENSMUSG00000068744.12	ENSMUSG00000068744
ENSMUSG00000068740.13_Celsr2	chr3	108390851	108415552	-	11513	Celsr2	ENSMUSG00000068740.13	ENSMUSG00000068740
ENSMUSG00000068739.13_Sars	chr3	108424865	108445198	-	5142	Sars	ENSMUSG00000068739.13	ENSMUSG00000068739
ENSMUSG00000040412.16_5330417C22Rik	chr3	108455694	108536536	-	6304	5330417C22Rik	ENSMUSG00000040412.16	ENSMUSG00000040412
ENSMUSG00000027886.7_1700013F07Rik	chr3	108534150	108544723	+	1452	1700013F07Rik	ENSMUSG00000027886.7	ENSMUSG00000027886
ENSMUSG00000068732.5_Tmem167b	chr3	108556425	108562466	-	2948	Tmem167b	ENSMUSG00000068732.5	ENSMUSG00000068732
ENSMUSG00000048100.13_Taf13	chr3	108571698	108581370	+	3155	Taf13	ENSMUSG00000048100.13	ENSMUSG00000048100
ENSMUSG00000040389.15_Wdr47	chr3	108591279	108645719	+	4859	Wdr47	ENSMUSG00000040389.15	ENSMUSG00000040389
ENSMUSG00000027884.16_Clcc1	chr3	108653913	108678840	+	4559	Clcc1	ENSMUSG00000027884.16	ENSMUSG00000027884
ENSMUSG00000027883.15_Gpsm2	chr3	108678638	108722309	-	3909	Gpsm2	ENSMUSG00000027883.15	ENSMUSG00000027883
ENSMUSG00000049565.16_Aknad1	chr3	108739658	108782309	+	7472	Aknad1	ENSMUSG00000049565.16	ENSMUSG00000049565
ENSMUSG00000027882.18_Stxbp3	chr3	108793176	108840511	-	5340	Stxbp3	ENSMUSG00000027882.18	ENSMUSG00000027882
ENSMUSG00000045326.13_Fndc7	chr3	108853678	108890008	-	6693	Fndc7	ENSMUSG00000045326.13	ENSMUSG00000045326
ENSMUSG00000027881.14_Prpf38b	chr3	108902805	108911696	-	6949	Prpf38b	ENSMUSG00000027881.14	ENSMUSG00000027881
ENSMUSG00000045662.16_Henmt1	chr3	108939873	108960676	+	2675	Henmt1	ENSMUSG00000045662.16	ENSMUSG00000045662
ENSMUSG00000051638.1_Gm9857	chr3	108940053	108940445	-	393	Gm9857	ENSMUSG00000051638.1	ENSMUSG00000051638
ENSMUSG00000040339.10_Fam102b	chr3	108970997	109027273	-	5702	Fam102b	ENSMUSG00000040339.10	ENSMUSG00000040339
ENSMUSG00000027880.6_Slc25a54	chr3	109080469	109116687	+	1780	Slc25a54	ENSMUSG00000027880.6	ENSMUSG00000027880
ENSMUSG00000040322.10_Slc25a24	chr3	109123149	109168457	+	3431	Slc25a24	ENSMUSG00000040322.10	ENSMUSG00000040322
ENSMUSG00000033721.16_Vav3	chr3	109340653	109685698	+	6005	Vav3	ENSMUSG00000033721.16	ENSMUSG00000033721
ENSMUSG00000059857.15_Ntng1	chr3	109780040	110144011	-	8243	Ntng1	ENSMUSG00000059857.15	ENSMUSG00000059857
ENSMUSG00000049300.11_Prmt6	chr3	110246109	110250993	-	4197	Prmt6	ENSMUSG00000049300.11	ENSMUSG00000049300
ENSMUSG00000074268.4_Amy2a5	chr3	113247178	113258837	-	3973	Amy2a5	ENSMUSG00000074268.4	ENSMUSG00000074268
ENSMUSG00000096770.2_Amy2a4	chr3	113279843	113291449	-	3717	Amy2a4	ENSMUSG00000096770.2	ENSMUSG00000096770
ENSMUSG00000093931.2_Amy2a3	chr3	113312455	113324052	-	3717	Amy2a3	ENSMUSG00000093931.2	ENSMUSG00000093931
ENSMUSG00000096569.2_Amy2a2	chr3	113345055	113356658	-	3717	Amy2a2	ENSMUSG00000096569.2	ENSMUSG00000096569
ENSMUSG00000070360.5_Amy2a1	chr3	113529403	113532428	-	890	Amy2a1	ENSMUSG00000070360.5	ENSMUSG00000070360
ENSMUSG00000074264.12_Amy1	chr3	113555710	113606699	-	3446	Amy1	ENSMUSG00000074264.12	ENSMUSG00000074264
ENSMUSG00000027981.14_Rnpc3	chr3	113605067	113629900	-	6627	Rnpc3	ENSMUSG00000027981.14	ENSMUSG00000027981
ENSMUSG00000027966.20_Col11a1	chr3	114030540	114220718	+	12744	Col11a1	ENSMUSG00000027966.20	ENSMUSG00000027966
ENSMUSG00000027965.15_Olfm3	chr3	114904078	115125722	+	4938	Olfm3	ENSMUSG00000027965.15	ENSMUSG00000027965
ENSMUSG00000045092.8_S1pr1	chr3	115710433	115715072	-	3046	S1pr1	ENSMUSG00000045092.8	ENSMUSG00000045092
ENSMUSG00000033554.17_Dph5	chr3	115887837	115934361	+	8027	Dph5	ENSMUSG00000033554.17	ENSMUSG00000033554
ENSMUSG00000054414.4_Slc30a7	chr3	115938973	116007406	-	11116	Slc30a7	ENSMUSG00000054414.4	ENSMUSG00000054414
ENSMUSG00000027963.14_Extl2	chr3	116007462	116029017	+	3418	Extl2	ENSMUSG00000027963.14	ENSMUSG00000027963
ENSMUSG00000027962.14_Vcam1	chr3	116109949	116129688	-	8870	Vcam1	ENSMUSG00000027962.14	ENSMUSG00000027962
ENSMUSG00000068696.6_Gpr88	chr3	116249654	116253503	-	3504	Gpr88	ENSMUSG00000068696.6	ENSMUSG00000068696
ENSMUSG00000033502.14_Cdc14a	chr3	116272553	116423986	-	12205	Cdc14a	ENSMUSG00000033502.14	ENSMUSG00000033502
ENSMUSG00000000339.14_Rtca	chr3	116488963	116508208	-	1880	Rtca	ENSMUSG00000000339.14	ENSMUSG00000000339
ENSMUSG00000000340.10_Dbt	chr3	116513070	116549981	+	3348	Dbt	ENSMUSG00000000340.10	ENSMUSG00000000340
ENSMUSG00000027961.7_Lrrc39	chr3	116562973	116583134	+	5230	Lrrc39	ENSMUSG00000027961.7	ENSMUSG00000027961
ENSMUSG00000033439.12_Trmt13	chr3	116581093	116614121	-	6134	Trmt13	ENSMUSG00000033439.12	ENSMUSG00000033439
ENSMUSG00000027959.13_Sass6	chr3	116594982	116629147	+	6121	Sass6	ENSMUSG00000027959.13	ENSMUSG00000027959
ENSMUSG00000089911.4_Mfsd14a	chr3	116631164	116662677	-	7466	Mfsd14a	ENSMUSG00000089911.4	ENSMUSG00000089911
ENSMUSG00000105103.1_Gm43191	chr3	116641902	116681260	-	704	Gm43191	ENSMUSG00000105103.1	ENSMUSG00000105103
ENSMUSG00000027957.13_Slc35a3	chr3	116669470	116712831	-	10786	Slc35a3	ENSMUSG00000027957.13	ENSMUSG00000027957
ENSMUSG00000033400.14_Agl	chr3	116739999	116808166	-	14023	Agl	ENSMUSG00000033400.14	ENSMUSG00000033400
ENSMUSG00000033386.10_Frrs1	chr3	116859464	116903478	+	7260	Frrs1	ENSMUSG00000033386.10	ENSMUSG00000033386
ENSMUSG00000033377.14_Palmd	chr3	116918258	116968986	-	7273	Palmd	ENSMUSG00000033377.14	ENSMUSG00000033377
ENSMUSG00000080907.1_4930455H04Rik	chr3	116968267	116984406	+	1341	4930455H04Rik	ENSMUSG00000080907.1	ENSMUSG00000080907
ENSMUSG00000044667.12_Plppr4	chr3	117319139	117360876	-	7144	Plppr4	ENSMUSG00000044667.12	ENSMUSG00000044667
ENSMUSG00000033342.13_Plppr5	chr3	117574836	117689507	+	4685	Plppr5	ENSMUSG00000033342.13	ENSMUSG00000033342
ENSMUSG00000028007.13_Snx7	chr3	117781647	117868936	-	6147	Snx7	ENSMUSG00000028007.13	ENSMUSG00000028007
ENSMUSG00000033308.16_Dpyd	chr3	118562129	119432924	+	8884	Dpyd	ENSMUSG00000033308.16	ENSMUSG00000033308
ENSMUSG00000028134.11_Ptbp2	chr3	119718742	119784464	-	9175	Ptbp2	ENSMUSG00000028134.11	ENSMUSG00000028134
ENSMUSG00000028133.17_Rwdd3	chr3	121155398	121171695	-	5065	Rwdd3	ENSMUSG00000028133.17	ENSMUSG00000028133
ENSMUSG00000028132.15_Tmem56	chr3	121201761	121283098	-	7874	Tmem56	ENSMUSG00000028132.15	ENSMUSG00000028132
ENSMUSG00000039887.11_Alg14	chr3	121291773	121363094	+	2502	Alg14	ENSMUSG00000039887.11	ENSMUSG00000039887
ENSMUSG00000053931.11_Cnn3	chr3	121426497	121457949	+	3037	Cnn3	ENSMUSG00000053931.11	ENSMUSG00000053931
ENSMUSG00000039865.8_Slc44a3	chr3	121459528	121532404	-	5057	Slc44a3	ENSMUSG00000039865.8	ENSMUSG00000039865
ENSMUSG00000074248.7_4930432M17Rik	chr3	121670762	121682982	+	1128	4930432M17Rik	ENSMUSG00000074248.7	ENSMUSG00000074248
ENSMUSG00000028128.13_F3	chr3	121723537	121735048	+	2527	F3	ENSMUSG00000028128.13	ENSMUSG00000028128
ENSMUSG00000028127.10_Abcd3	chr3	121758774	121815166	-	6593	Abcd3	ENSMUSG00000028127.10	ENSMUSG00000028127
ENSMUSG00000039831.16_Arhgap29	chr3	121952541	122016753	+	8815	Arhgap29	ENSMUSG00000039831.16	ENSMUSG00000039831
ENSMUSG00000028125.14_Abca4	chr3	122044443	122180059	+	12022	Abca4	ENSMUSG00000028125.14	ENSMUSG00000028125
ENSMUSG00000028124.15_Gclm	chr3	122245557	122270732	+	6291	Gclm	ENSMUSG00000028124.15	ENSMUSG00000028124
ENSMUSG00000039756.12_Dnttip2	chr3	122274388	122285271	+	3309	Dnttip2	ENSMUSG00000039756.12	ENSMUSG00000039756
ENSMUSG00000028121.8_Bcar3	chr3	122294136	122530191	+	5604	Bcar3	ENSMUSG00000028121.8	ENSMUSG00000028121
ENSMUSG00000039735.15_Fnbp1l	chr3	122538719	122619715	-	12376	Fnbp1l	ENSMUSG00000039735.15	ENSMUSG00000039735
ENSMUSG00000053965.10_Pde5a	chr3	122728947	122859374	+	9831	Pde5a	ENSMUSG00000053965.10	ENSMUSG00000053965
ENSMUSG00000023057.5_Fabp2	chr3	122895072	122899506	+	965	Fabp2	ENSMUSG00000023057.5	ENSMUSG00000023057
ENSMUSG00000054091.9_1810037I17Rik	chr3	122924203	122926184	+	1160	1810037I17Rik	ENSMUSG00000054091.9	ENSMUSG00000054091
ENSMUSG00000039701.11_Usp53	chr3	122931493	122984510	-	12572	Usp53	ENSMUSG00000039701.11	ENSMUSG00000039701
ENSMUSG00000028116.13_Myoz2	chr3	123006206	123035015	-	3423	Myoz2	ENSMUSG00000028116.13	ENSMUSG00000028116
ENSMUSG00000050315.13_Synpo2	chr3	123076519	123236096	-	13138	Synpo2	ENSMUSG00000050315.13	ENSMUSG00000050315
ENSMUSG00000039234.11_Sec24d	chr3	123267455	123365641	+	6325	Sec24d	ENSMUSG00000039234.11	ENSMUSG00000039234
ENSMUSG00000028114.16_Mettl14	chr3	123368297	123385931	-	7419	Mettl14	ENSMUSG00000028114.16	ENSMUSG00000028114
ENSMUSG00000027978.9_Prss12	chr3	123446913	123506597	+	2602	Prss12	ENSMUSG00000027978.9	ENSMUSG00000027978
ENSMUSG00000027977.15_Ndst3	chr3	123526166	123690853	-	9878	Ndst3	ENSMUSG00000027977.15	ENSMUSG00000027977
ENSMUSG00000044528.5_Tram1l1	chr3	124320855	124324743	+	3889	Tram1l1	ENSMUSG00000044528.5	ENSMUSG00000044528
ENSMUSG00000027973.11_1700006A11Rik	chr3	124400989	124426040	-	2161	1700006A11Rik	ENSMUSG00000027973.11	ENSMUSG00000027973
ENSMUSG00000039174.14_1700003H04Rik	chr3	124556352	124581091	-	1591	1700003H04Rik	ENSMUSG00000039174.14	ENSMUSG00000039174
ENSMUSG00000027971.16_Ndst4	chr3	125404076	125728899	+	11720	Ndst4	ENSMUSG00000027971.16	ENSMUSG00000027971
ENSMUSG00000032854.12_Ugt8a	chr3	125865271	125938619	-	4536	Ugt8a	ENSMUSG00000032854.12	ENSMUSG00000032854
ENSMUSG00000046561.9_Arsj	chr3	126363684	126440375	+	3859	Arsj	ENSMUSG00000046561.9	ENSMUSG00000046561
ENSMUSG00000053819.16_Camk2d	chr3	126596302	126844913	+	22493	Camk2d	ENSMUSG00000053819.16	ENSMUSG00000053819
ENSMUSG00000032826.17_Ank2	chr3	126921612	127499350	-	35004	Ank2	ENSMUSG00000032826.17	ENSMUSG00000032826
ENSMUSG00000027968.11_Larp7	chr3	127536714	127553349	-	2366	Larp7	ENSMUSG00000027968.11	ENSMUSG00000027968
ENSMUSG00000051278.12_Zgrf1	chr3	127553489	127618016	+	10553	Zgrf1	ENSMUSG00000051278.12	ENSMUSG00000051278
ENSMUSG00000027967.8_Neurog2	chr3	127633135	127635631	+	2227	Neurog2	ENSMUSG00000027967.8	ENSMUSG00000027967
ENSMUSG00000028028.11_Alpk1	chr3	127670310	127780490	-	6868	Alpk1	ENSMUSG00000028028.11	ENSMUSG00000028028
ENSMUSG00000046688.14_Tifa	chr3	127789805	127832164	+	3199	Tifa	ENSMUSG00000046688.14	ENSMUSG00000046688
ENSMUSG00000074238.6_Ap1ar	chr3	127807007	127837523	-	8763	Ap1ar	ENSMUSG00000074238.6	ENSMUSG00000074238
ENSMUSG00000050549.8_5730508B09Rik	chr3	127869058	127896324	-	2265	5730508B09Rik	ENSMUSG00000050549.8	ENSMUSG00000050549
ENSMUSG00000028023.16_Pitx2	chr3	129199878	129219578	+	4726	Pitx2	ENSMUSG00000028023.16	ENSMUSG00000028023
ENSMUSG00000028024.14_Enpep	chr3	129269175	129332720	-	4706	Enpep	ENSMUSG00000028024.14	ENSMUSG00000028024
ENSMUSG00000041220.10_Elovl6	chr3	129532355	129634971	+	6431	Elovl6	ENSMUSG00000041220.10	ENSMUSG00000041220
ENSMUSG00000028017.7_Egf	chr3	129677565	129755316	-	11275	Egf	ENSMUSG00000028017.7	ENSMUSG00000028017
ENSMUSG00000093865.7_Lrit3	chr3	129787881	129804030	-	2739	Lrit3	ENSMUSG00000093865.7	ENSMUSG00000093865
ENSMUSG00000028012.15_Rrh	chr3	129804408	129822493	-	5910	Rrh	ENSMUSG00000028012.15	ENSMUSG00000028012
ENSMUSG00000028010.16_Gar1	chr3	129824912	129831396	-	1714	Gar1	ENSMUSG00000028010.16	ENSMUSG00000028010
ENSMUSG00000058952.12_Cfi	chr3	129835884	129875332	+	2220	Cfi	ENSMUSG00000058952.12	ENSMUSG00000058952
ENSMUSG00000027999.15_Pla2g12a	chr3	129878606	129894939	+	3682	Pla2g12a	ENSMUSG00000027999.15	ENSMUSG00000027999
ENSMUSG00000027997.9_Casp6	chr3	129901425	129914103	+	5584	Casp6	ENSMUSG00000027997.9	ENSMUSG00000027997
ENSMUSG00000027994.14_Mcub	chr3	129914960	129970206	-	1318	Mcub	ENSMUSG00000027994.14	ENSMUSG00000027994
ENSMUSG00000001052.15_Sec24b	chr3	129982759	130061553	-	6020	Sec24b	ENSMUSG00000001052.15	ENSMUSG00000001052
ENSMUSG00000058897.17_Col25a1	chr3	130131501	130599877	+	12947	Col25a1	ENSMUSG00000058897.17	ENSMUSG00000058897
ENSMUSG00000019232.14_Etnppl	chr3	130617448	130634809	+	8262	Etnppl	ENSMUSG00000019232.14	ENSMUSG00000019232
ENSMUSG00000041084.8_Ostc	chr3	130695912	130709444	-	2751	Ostc	ENSMUSG00000041084.8	ENSMUSG00000041084
ENSMUSG00000062006.12_Rpl34	chr3	130726831	130730398	-	2643	Rpl34	ENSMUSG00000062006.12	ENSMUSG00000062006
ENSMUSG00000027985.14_Lef1	chr3	131110471	131224356	+	8788	Lef1	ENSMUSG00000027985.14	ENSMUSG00000027985
ENSMUSG00000027984.8_Hadh	chr3	131233419	131272101	-	4977	Hadh	ENSMUSG00000027984.8	ENSMUSG00000027984
ENSMUSG00000027983.13_Cyp2u1	chr3	131288441	131303224	-	5242	Cyp2u1	ENSMUSG00000027983.13	ENSMUSG00000027983
ENSMUSG00000050931.7_Sgms2	chr3	131318985	131491411	-	6227	Sgms2	ENSMUSG00000050931.7	ENSMUSG00000050931
ENSMUSG00000028032.13_Papss1	chr3	131564768	131643671	+	3053	Papss1	ENSMUSG00000028032.13	ENSMUSG00000028032
ENSMUSG00000028031.6_Dkk2	chr3	132085292	132180304	+	3705	Dkk2	ENSMUSG00000028031.6	ENSMUSG00000028031
ENSMUSG00000091721.4_Gimd1	chr3	132629820	132645348	+	1562	Gimd1	ENSMUSG00000091721.4	ENSMUSG00000091721
ENSMUSG00000028029.10_Aimp1	chr3	132660499	132684370	-	5596	Aimp1	ENSMUSG00000028029.10	ENSMUSG00000028029
ENSMUSG00000028030.12_Tbck	chr3	132684144	132841688	+	12127	Tbck	ENSMUSG00000028030.12	ENSMUSG00000028030
ENSMUSG00000040998.18_Npnt	chr3	132881745	132950291	-	5026	Npnt	ENSMUSG00000040998.18	ENSMUSG00000040998
ENSMUSG00000028018.15_Gstcd	chr3	132981752	133092033	-	5401	Gstcd	ENSMUSG00000028018.15	ENSMUSG00000028018
ENSMUSG00000028016.9_Ints12	chr3	133091840	133110988	+	7945	Ints12	ENSMUSG00000028016.9	ENSMUSG00000028016
ENSMUSG00000040969.14_Arhgef38	chr3	133112278	133234889	-	8190	Arhgef38	ENSMUSG00000040969.14	ENSMUSG00000040969
ENSMUSG00000028013.16_Ppa2	chr3	133310110	133378235	+	9554	Ppa2	ENSMUSG00000028013.16	ENSMUSG00000028013
ENSMUSG00000040943.12_Tet2	chr3	133463679	133545139	-	16870	Tet2	ENSMUSG00000040943.12	ENSMUSG00000040943
ENSMUSG00000044365.15_Cxxc4	chr3	134236484	134262161	+	13401	Cxxc4	ENSMUSG00000044365.15	ENSMUSG00000044365
ENSMUSG00000028172.5_Tacr3	chr3	134829007	134934579	+	3762	Tacr3	ENSMUSG00000028172.5	ENSMUSG00000028172
ENSMUSG00000045328.11_Cenpe	chr3	135212537	135273611	+	8620	Cenpe	ENSMUSG00000045328.11	ENSMUSG00000045328
ENSMUSG00000028167.15_Bdh2	chr3	135281221	135304426	+	4250	Bdh2	ENSMUSG00000028167.15	ENSMUSG00000028167
ENSMUSG00000037994.14_Slc9b2	chr3	135307700	135342535	+	5497	Slc9b2	ENSMUSG00000037994.14	ENSMUSG00000037994
ENSMUSG00000050150.16_Slc9b1	chr3	135348029	135397827	+	3689	Slc9b1	ENSMUSG00000050150.16	ENSMUSG00000050150
